dt,ICE,ROP,MA,V,SPGI,TYL,MSCI,MCO,MKTX,TW,ADSK,6861.T,DHR,CSGP,ISRG,WDAY,VACNY,NOW,CDNS,TSM,ASML,FICO,FOUR,SNPS,MRVI
2022-10-11,0.008517333343537103,-0.014287884361866787,-0.030707332756624517,-0.02584392673023217,-0.032744025625977,-0.06796129037339682,-0.05003559489548692,-0.018835119238879372,-0.017208585526419462,-0.05804118514727152,-0.01923488268508855,-0.048732409284149014,-0.054891043826230224,-0.01508528291150757,-0.014843558864227724,-0.06890882917774199,-0.0878112765752097,-0.07747462970518182,-0.07079257554963547,-0.09466511245835907,-0.08327945058617825,0.008738433681396707,-0.010002323116641954,-0.10163617701584204,-0.09338700496186103
2022-10-12,-0.0019846125401112857,0.004985764240289292,-0.009377824186203476,-0.0050365221457084886,-0.01211841635015265,-0.004894344831822828,0.005742713635021879,-0.0055366884778118575,0.023681062170619605,0.017655917771050245,0.013570281366490633,-0.006083839246542766,-0.009727004238199832,-0.012794027943204611,0.0023640781041605052,0.00858251818015976,-0.021734907387580993,-0.005861429799542961,-0.0004729029608672164,0.010348064775344668,-0.0030830800846439743,-0.0010357393787892022,0.0034904050920552265,-0.00415513398992573,0.002777063634866739
2022-10-13,0.02031989616081553,0.012356646263964599,0.03665477155267727,0.03538534445852104,0.003804900433846292,-0.010415147084701815,0.010969303726900748,0.009472729857230355,0.007352104057847697,0.020672961482482766,0.001083935161433125,-0.0073500315187722265,0.021967827304805176,0.0030743597116771326,0.02144916053028023,-0.008512373477004509,-0.07922908233702808,-0.019780985074079993,0.01728571758210773,0.038404595324263546,0.01759330256348779,-0.0030640538744970414,-0.012490575997591957,0.03989028606407352,0.0481824709453913
2022-10-14,-0.025409500701028875,-0.019954880017755805,-0.018090038974862388,-0.011108763936165111,-0.019554661038561072,-0.027851602569026745,-0.043690927641813815,-0.027586110785295048,-0.038966108014846235,-0.016541389617058755,-0.021061133778654373,0.018475907670314484,-0.01393428890049453,-0.019300380609276857,-0.03920814405516815,-0.022105122293501367,0.025104978284093526,-0.05725914839845636,-0.02080615993927193,-0.04137273927432261,-0.06699503048094968,-0.009099115458633733,-0.06420044670698388,-0.03476213097118297,0.018848777425885643
2022-10-17,0.017919520631928698,0.02114196188350803,0.021757419180914006,0.014298692401079727,0.03688691100227537,0.03245990565522128,0.03597796994629476,0.0326594408570795,0.026159567158050123,0.028815914386435715,0.045772573169583275,-0.029188765957814056,0.02422062407693204,0.025004799556158197,0.03784146841537517,0.0648340278414068,0.07466385290773836,0.019845010227643733,0.04391797511217099,0.015061346872327519,0.033943804807720745,0.02191048380323224,0.0675026402041774,0.041108775210607185,0.007235121813560674
2022-10-18,0.010081868573192487,0.01192502793043193,0.01793762531148957,0.010311042362408429,0.011434480146914616,0.03948597416652255,0.013801582821650449,0.011738680011441183,0.022222214104751892,-0.004013683916031852,0.010015106394975604,0.021717665288454313,0.02146592780015144,0.017465836275429858,0.018809991004932414,0.024342100344708406,0.03501702362733683,0.023193622812467396,0.009624406403194286,-0.018352112490066297,0.017113327447742854,0.025879028379575786,0.05098557561841455,0.01035202271710034,0.01177387545209152
2022-10-19,-0.01171767837110238,-0.010605124071700445,-0.008760812588567646,-0.00406875293212039,-0.013184459528063464,-0.008938203094105646,-0.024203869008570855,-0.016605417382277388,-0.03240707662996556,-0.024989805937213116,-0.01850597412456878,-0.010185418811168745,-0.02934514294325563,-0.014556656477082264,0.08605599937379349,-0.04086022559831193,-0.03525625712435687,-0.0037909343777045024,-0.0118987242287929,-0.000785010121314933,0.060844459383128324,-0.026685615802314544,-0.015151825906149163,-0.011389755851219263,-0.14134085486838588
2022-10-20,-0.014288970229260123,-0.0108820361685531,-0.004982586672665157,0.004335623585420834,-0.016437829765200362,-0.005395500006997622,-0.012947388102586999,-0.018652901826412993,-0.008560186458203667,-0.003003509681280825,0.004102819419650849,-0.016307458828761057,-0.0591425425566916,-0.024080695832639165,0.004064858846657415,-0.007399334988478223,0.02083414778775783,0.002304365179244705,-0.004368087209119409,-0.0012574773351259338,0.03077027580954539,-0.0008807300431756815,-0.047995292504599885,0.0025921524989467315,-0.046799061447430734
2022-10-21,0.02966731023948377,0.008995496017655924,0.020346329838830002,0.016685266167405288,0.013300217330407982,0.004146145383436384,0.019670099923983386,0.01927305550202263,0.04865040230117845,0.01751810077904148,0.017835235503588898,-0.002709208038584876,0.006192762980394839,0.017279392824169015,0.030153995110263843,0.02753648438920564,0.016267998508402215,0.012302619450088592,0.03397990948833485,0.002670239496482374,0.055511710859595276,0.002615358655456035,0.00930028847030595,0.02316682685639293,0.024272974931146774
2022-10-24,0.0020398796954710363,0.00543409180140042,0.010625773971681518,0.0017845090355130822,0.014924921553379988,0.00602437959522284,0.02622966025690765,0.012114839288712709,-0.004743434365023447,-0.019399864238197395,0.027910140414940443,0.019630747419581596,0.02853520427121925,-0.0057267283301021266,0.008113814973321531,-0.010288219288751677,0.02930352203889619,0.016198764365237928,0.01180328254719587,-0.03935252006621148,0.022969370488262975,0.015069211995764498,-0.02703166966603643,0.017319611308926675,-0.010850016024065656
